Professor_Name,Department,Quality,Difficulty,Would_take_again,Class_Name,Review_Date
Audrey Pearson,Biology department,4.0,3.3,86%,GEOG215,"Jun 19th, 2024"
Audrey Pearson,Biology department,4.0,3.3,86%,BISC204,"Jun 14th, 2024"
Audrey Pearson,Biology department,4.0,3.3,86%,GEOG213,"Dec 22nd, 2020"
Audrey Pearson,Biology department,4.0,3.3,86%,BISC2014,"Feb 22nd, 2019"
Rachel Fouladi,Psychology department,5.0,3.1,45%,psyc391,"Nov 28th, 2022"
Rachel Fouladi,Psychology department,5.0,3.1,45%,PSYC210,"May 28th, 2021"
Rachel Fouladi,Psychology department,5.0,3.1,45%,PSYC911,"Oct 3rd, 2020"
Allan Mackinnon,Education department,5.0,2.7,67%,EDU816,"Jun 20th, 2021"
Allan Mackinnon,Education department,5.0,2.7,67%,EDUC100W,"Jun 9th, 2021"
Allan Mackinnon,Education department,5.0,2.7,67%,EDUC100,"Apr 29th, 2019"
Allan Mackinnon,Education department,5.0,2.7,67%,EDUC476,"Jun 7th, 2004"
Charles Pace,Literature department,1.0,3.8,20%,WL101,"Jun 25th, 2021"
Charles Pace,Literature department,1.0,3.8,20%,ENGL113,"Apr 23rd, 2020"
Charles Pace,Literature department,1.0,3.8,20%,WL110,"Apr 5th, 2019"
Charles Pace,Literature department,1.0,3.8,20%,WL102,"May 3rd, 2017"
Charles Pace,Literature department,1.0,3.8,20%,WL102WL201,"Dec 3rd, 2013"
Charles Pace,Literature department,1.0,3.8,20%,WL201,"Aug 24th, 2012"
Nilesh Saraf,Information Systems department,5.0,3,100%,BUS362,"Jun 29th, 2021"
Qianping Gu,Computer Science department,5.0,4.3,69%,CMPT307,"Apr 21st, 2024"
Qianping Gu,Computer Science department,5.0,4.3,69%,CMPT405,"Apr 16th, 2024"
Qianping Gu,Computer Science department,5.0,4.3,69%,CMPT705,"Jan 10th, 2023"
Kimberly Plomp,Archaeology department,5.0,2.9,100%,ARCH131,"Jan 15th, 2023"
Kimberly Plomp,Archaeology department,5.0,2.9,100%,ARCH323,"Jul 6th, 2021"
Kimberly Plomp,Archaeology department,5.0,2.9,100%,ARCH373,"May 27th, 2016"
Carolyn Roberts,Education department,1.0,3,67%,EDUC400,"May 3rd, 2024"
Carolyn Roberts,Education department,1.0,3,67%,EDUC100,"Jul 7th, 2021"
Bryan Jones,Psychology department,5.0,3.6,50%,PSYC2315,"Aug 6th, 2021"
Bryan Jones,Psychology department,5.0,3.6,50%,PSYC381,"Dec 17th, 2016"
Bryan Jones,Psychology department,5.0,3.6,50%,PSYC1100,"Aug 9th, 2016"
Bryan Jones,Psychology department,5.0,3.6,50%,PSYC383,"Dec 19th, 2014"
Bryan Jones,Psychology department,5.0,3.6,50%,PSYCH381,"Jun 20th, 2014"
Michael Batu,Economics department,5.0,3.9,43%,ECON342,"Aug 14th, 2021"
Sheree Rodney,Education department,5.0,2.4,100%,EDUC212,"Dec 27th, 2022"
Gerardo Otero,Sociology department,4.0,3.5,20%,IS410,"Jan 7th, 2021"
Gerardo Otero,Sociology department,4.0,3.5,20%,SA360,"Oct 17th, 2018"
Gerardo Otero,Sociology department,4.0,3.5,20%,SA366,"Jan 31st, 2018"
Gerardo Otero,Sociology department,4.0,3.5,20%,SA321,"Aug 1st, 2017"
Gerardo Otero,Sociology department,4.0,3.5,20%,SA150,"Apr 8th, 2016"
Gerardo Otero,Sociology department,4.0,3.5,20%,SA887,"Jan 8th, 2014"
Gerardo Otero,Sociology department,4.0,3.5,20%,IS835,"Dec 10th, 2013"
Gerardo Otero,Sociology department,4.0,3.5,20%,SA350,"Dec 16th, 2010"
Kristin Matheson,Business Administration department,5.0,3,100%,BUS200,"Aug 21st, 2021"
Lesley Schimanski,Psychology department,5.0,3,90%,PSYC325,"Aug 7th, 2021"
Lesley Schimanski,Psychology department,5.0,3,90%,PSYC100,"May 10th, 2021"
Lesley Schimanski,Psychology department,5.0,3,90%,COGS1110,"Dec 5th, 2020"
Lesley Schimanski,Psychology department,5.0,3,90%,PSYCH100,"Nov 4th, 2020"
Lesley Schimanski,Psychology department,5.0,3,90%,COGS110,"May 1st, 2020"
Lesley Schimanski,Psychology department,5.0,3,90%,PYSC325,"Apr 16th, 2020"
Lesley Schimanski,Psychology department,5.0,3,90%,PSYC102,"Mar 30th, 2020"
Pek-Hooi Soh,Business Administration department,1.0,3.1,67%,BUS478,"Apr 7th, 2022"
Pek-Hooi Soh,Business Administration department,1.0,3.1,67%,BUS479,"Aug 30th, 2021"
Pek-Hooi Soh,Business Administration department,1.0,3.1,67%,BUS752,"Mar 12th, 2017"
Tsuyoshi Kawasaki,Political Science department,3.0,3.3,63%,POL348,"Apr 28th, 2024"
Tsuyoshi Kawasaki,Political Science department,3.0,3.3,63%,POL381,"Apr 23rd, 2024"
Tsuyoshi Kawasaki,Political Science department,3.0,3.3,63%,POL446,"Jul 5th, 2023"
Tsuyoshi Kawasaki,Political Science department,3.0,3.3,63%,POL349,"Jan 4th, 2021"
Tsuyoshi Kawasaki,Political Science department,3.0,3.3,63%,ASC101,"Dec 13th, 2016"
Tsuyoshi Kawasaki,Political Science department,3.0,3.3,63%,POL449,"May 14th, 2016"
Tsuyoshi Kawasaki,Political Science department,3.0,3.3,63%,ASC201,"Mar 22nd, 2011"
Kevin Gillen,Earth Science department,5.0,3.4,100%,EAES1201,"Aug 30th, 2023"
Kevin Gillen,Earth Science department,5.0,3.4,100%,EASC104,"Sep 14th, 2021"
Kevin Gillen,Earth Science department,5.0,3.4,100%,GEOG312,"Aug 7th, 2018"
Kevin Gillen,Earth Science department,5.0,3.4,100%,EASC302,"Aug 28th, 2013"
Kevin Gillen,Earth Science department,5.0,3.4,100%,EASC101,"Aug 15th, 2013"
Cleusa Yamamoto,Business Administration department,1.0,4.4,50%,BUS232,"Mar 21st, 2022"
Jamie Rennie,Communication department,5.0,2,82%,CMNS110,"Aug 30th, 2022"
Jamie Rennie,Communication department,5.0,2,82%,CMN110,"Sep 14th, 2021"
Jamie Rennie,Communication department,5.0,2,82%,CMNS1221,"Apr 1st, 2021"
Jamie Rennie,Communication department,5.0,2,82%,CMNS1220,"Mar 24th, 2019"
Jamie Rennie,Communication department,5.0,2,82%,CMNS1120,"Nov 15th, 2016"
Aaron Hoffman,Political Science department,5.0,3.6,88%,POL141,"Apr 16th, 2024"
Aaron Hoffman,Political Science department,5.0,3.6,88%,POL349,"Feb 14th, 2024"
Aaron Hoffman,Political Science department,5.0,3.6,88%,POL445W,"Jan 26th, 2021"
Mirza Faisal Beg,Engineering department,5.0,2.4,93%,ENSC801,"Oct 19th, 2022"
Mirza Faisal Beg,Engineering department,5.0,2.4,93%,ENSC413,"Oct 15th, 2021"
Mirza Faisal Beg,Engineering department,5.0,2.4,93%,ENSC474,"Jun 15th, 2020"
Mirza Faisal Beg,Engineering department,5.0,2.4,93%,ENSC383,"Nov 10th, 2015"
Michael Brydon,Business Administration department,4.0,3.3,100%,BUS462,"Dec 17th, 2020"
Michael Brydon,Business Administration department,4.0,3.3,100%,BUS362,"Aug 16th, 2007"
Michael Brydon,Business Administration department,4.0,3.3,100%,GRADCLASS,"Oct 10th, 2003"
Aaron Windel,History department,1.0,3.8,54%,HIST135,"Jan 3rd, 2024"
Aaron Windel,History department,1.0,3.8,54%,HIST463W,"May 16th, 2023"
Aaron Windel,History department,1.0,3.8,54%,HIST415,"Dec 21st, 2019"
Aaron Windel,History department,1.0,3.8,54%,HIST106,"Jun 22nd, 2019"
Aaron Windel,History department,1.0,3.8,54%,HIST111,"Apr 27th, 2019"
"Hao ""Richard"" Zhang",Computer Science department,1.0,3.7,58%,CMPT764,"Mar 20th, 2021"
"Hao ""Richard"" Zhang",Computer Science department,1.0,3.7,58%,CMPT361,"Dec 6th, 2020"
"Hao ""Richard"" Zhang",Computer Science department,1.0,3.7,58%,CMPT464,"Dec 5th, 2015"
"Hao ""Richard"" Zhang",Computer Science department,1.0,3.7,58%,CMPT466,"Feb 11th, 2010"
"Hao ""Richard"" Zhang",Computer Science department,1.0,3.7,58%,CMPT461,"Oct 31st, 2007"
Rose Vernon,Psychology department,4.0,3.8,80%,PSYCH300W,"Mar 20th, 2021"
Rose Vernon,Psychology department,4.0,3.8,80%,PSYC201W,"Jan 23rd, 2017"
Rose Vernon,Psychology department,4.0,3.8,80%,PSYCH201W,"Dec 15th, 2016"
Christina Brassard,French department,5.0,3.8,72%,FREN341,"Mar 23rd, 2021"
Christina Brassard,French department,5.0,3.8,72%,FREN340,"Jan 19th, 2021"
Christina Brassard,French department,5.0,3.8,72%,FRE340,"Nov 24th, 2020"
Christina Brassard,French department,5.0,3.8,72%,FREN245,"Nov 22nd, 2020"
Christina Brassard,French department,5.0,3.8,72%,FREN430,"Sep 8th, 2020"
Anis Rahman,Communication department,5.0,3.1,84%,110,"Dec 10th, 2022"
Anis Rahman,Communication department,5.0,3.1,84%,CMNS444,"Dec 20th, 2019"
Anis Rahman,Communication department,5.0,3.1,84%,CMNS348,"Nov 5th, 2019"
Anis Rahman,Communication department,5.0,3.1,84%,CMNS240,"Jul 18th, 2019"
Anis Rahman,Communication department,5.0,3.1,84%,CMNS304,"Mar 22nd, 2019"
Anis Rahman,Communication department,5.0,3.1,84%,CMNS110,"Mar 15th, 2019"
Anis Rahman,Communication department,5.0,3.1,84%,CMN130,"Feb 14th, 2018"
Anis Rahman,Communication department,5.0,3.1,84%,CMNS220,"Oct 17th, 2017"
Anis Rahman,Communication department,5.0,3.1,84%,CMNS261,"Jul 21st, 2017"
Anis Rahman,Communication department,5.0,3.1,84%,CMNS130,"Apr 27th, 2017"
Yupin Yang,Business Administration department,3.0,3.4,55%,BUS446,"Jan 8th, 2024"
Yupin Yang,Business Administration department,3.0,3.4,55%,BUS445,"Apr 13th, 2023"
Yupin Yang,Business Administration department,3.0,3.4,55%,BUS493,"Oct 1st, 2020"
Yupin Yang,Business Administration department,3.0,3.4,55%,BUS345,"Aug 18th, 2016"
Yupin Yang,Business Administration department,3.0,3.4,55%,BUS442,"Mar 28th, 2009"
David Vocadlo,Chemistry department,2.0,3.4,100%,CHEM281,"Jan 30th, 2024"
David Vocadlo,Chemistry department,2.0,3.4,100%,1629,"Dec 8th, 2023"
Tiffany Muller Myrdahl,Gender Studies department,5.0,2.8,69%,GSWS204,"May 10th, 2024"
Tiffany Muller Myrdahl,Gender Studies department,5.0,2.8,69%,GSWS399,"Nov 12th, 2020"
Tiffany Muller Myrdahl,Gender Studies department,5.0,2.8,69%,GSWS350,"Jun 30th, 2019"
Tiffany Muller Myrdahl,Gender Studies department,5.0,2.8,69%,GSWS319,"Apr 22nd, 2019"
Tiffany Muller Myrdahl,Gender Studies department,5.0,2.8,69%,GSWS800,"Mar 22nd, 2019"
Tiffany Muller Myrdahl,Gender Studies department,5.0,2.8,69%,GSWS411,"Jul 27th, 2018"
Tiffany Muller Myrdahl,Gender Studies department,5.0,2.8,69%,GSWS318,"Jul 24th, 2018"
Tiffany Muller Myrdahl,Gender Studies department,5.0,2.8,69%,GSWS102,"Jun 13th, 2018"
Tiffany Muller Myrdahl,Gender Studies department,5.0,2.8,69%,GSWS322,"Dec 12th, 2013"
Teresa Cheung,Engineering department,5.0,3,100%,ENSC280,"Jan 1st, 2022"
Rodney Vaughan,Engineering department,1.0,4.2,34%,ENSC320,"Jul 27th, 2024"
Rodney Vaughan,Engineering department,1.0,4.2,34%,Ensc894,"Jul 8th, 2024"
Stephanie Simmons,Physics department,5.0,3.7,34%,PHYS285,"Jan 1st, 2022"
Stephanie Simmons,Physics department,5.0,3.7,34%,PHYS255,"Dec 4th, 2018"
Xiaoqiong HU,Statistics department,5.0,4.1,64%,STAT450,"Apr 16th, 2024"
Xiaoqiong HU,Statistics department,5.0,4.1,64%,STAT285,"Nov 14th, 2023"
Xiaoqiong HU,Statistics department,5.0,4.1,64%,STAT270,"Dec 13th, 2016"
Xiaoqiong HU,Statistics department,5.0,4.1,64%,STAT475,"May 16th, 2015"
Xiaoqiong HU,Statistics department,5.0,4.1,64%,STAT201,"Dec 23rd, 2012"
Xiaoqiong HU,Statistics department,5.0,4.1,64%,STAT402,"Sep 10th, 2012"
Jeannie Morgan,Indigenous Studies department,3.0,3,50%,INDG327,"Apr 14th, 2024"
Jeannie Morgan,Indigenous Studies department,3.0,3,50%,GSWS305,"Oct 3rd, 2023"
Jeannie Morgan,Indigenous Studies department,3.0,3,50%,LBST203,"Mar 22nd, 2023"
Jeannie Morgan,Indigenous Studies department,3.0,3,50%,INDG222,"Sep 11th, 2022"
Kirsten Zickfeld,Geography department,5.0,3.1,70%,GEOG314,"Jan 4th, 2022"
Kirsten Zickfeld,Geography department,5.0,3.1,70%,GEOG214,"Dec 10th, 2020"
Kirsten Zickfeld,Geography department,5.0,3.1,70%,214,"Aug 25th, 2015"
Bascom Guffin,Anthropology department,1.0,2.7,87%,SA401,"Jul 21st, 2024"
Bascom Guffin,Anthropology department,1.0,2.7,87%,SA101,"Jan 5th, 2023"
Bascom Guffin,Anthropology department,1.0,2.7,87%,SA322,"Jul 29th, 2022"
Bascom Guffin,Anthropology department,1.0,2.7,87%,SA364,"Apr 24th, 2021"
Bascom Guffin,Anthropology department,1.0,2.7,87%,SA316,"Apr 6th, 2021"
Bascom Guffin,Anthropology department,1.0,2.7,87%,SA150,"Jun 22nd, 2020"
Bob Muir,Archaeology department,4.0,2.8,100%,ARCH100,"Apr 17th, 2023"
Bob Muir,Archaeology department,4.0,2.8,100%,ARCH282,"Jan 11th, 2022"
Bob Muir,Archaeology department,4.0,2.8,100%,ARCH201,"Jan 13th, 2021"
Gratien Prefontaine,Health Science department,1.0,3.7,25%,HSCI476,"Oct 28th, 2021"
Gratien Prefontaine,Health Science department,1.0,3.7,25%,HSCI324,"Apr 24th, 2021"
Gratien Prefontaine,Health Science department,1.0,3.7,25%,HSCI475,"Aug 1st, 2017"
Gratien Prefontaine,Health Science department,1.0,3.7,25%,324,"Apr 30th, 2015"
May Farrales,Gender Studies department,4.0,3.3,75%,GSWS312,"Nov 22nd, 2022"
May Farrales,Gender Studies department,4.0,3.3,75%,GEOG382,"Sep 2nd, 2021"
James Carter,Science department,2.0,4,50%,BPK142,"Nov 8th, 2021"
Ivelina Koleva Tchizmarova,Linguistics department,4.0,2.9,89%,LING200,"Jul 17th, 2024"
Ivelina Koleva Tchizmarova,Linguistics department,4.0,2.9,89%,LING220,"Jun 25th, 2024"
Theodore Wisniewski,English department,5.0,2.8,92%,ENGL113,"Dec 9th, 2022"
Theodore Wisniewski,English department,5.0,2.8,92%,ENGL101W,"Nov 12th, 2021"
Theodore Wisniewski,English department,5.0,2.8,92%,ENGL114,"Apr 12th, 2019"
Theodore Wisniewski,English department,5.0,2.8,92%,ENG114,"Apr 6th, 2019"
Theodore Wisniewski,English department,5.0,2.8,92%,ENG114W,"Mar 7th, 2019"
Theodore Wisniewski,English department,5.0,2.8,92%,ENGL112,"Jun 5th, 2018"
Theodore Wisniewski,English department,5.0,2.8,92%,ENG112,"May 12th, 2018"
Theodore Wisniewski,English department,5.0,2.8,92%,ENG199,"Jul 28th, 2017"
Theodore Wisniewski,English department,5.0,2.8,92%,ENGL101,"May 8th, 2017"
Theodore Wisniewski,English department,5.0,2.8,92%,199W,"Dec 6th, 2016"
Theodore Wisniewski,English department,5.0,2.8,92%,ENG105,"Apr 22nd, 2015"
Theodore Wisniewski,English department,5.0,2.8,92%,ENGL105,"Jan 6th, 2014"
Theodore Wisniewski,English department,5.0,2.8,92%,ENG105W,"Dec 30th, 2013"
Daniela Blettner,Business Administration department,5.0,3,72%,BUS471,"Mar 6th, 2024"
Daniela Blettner,Business Administration department,5.0,3,72%,BUS478,"Nov 27th, 2021"
Daniela Blettner,Business Administration department,5.0,3,72%,BUS340,"Apr 4th, 2016"
Petra Menz,Mathematics department,5.0,3.7,22%,MATH190,"Jul 6th, 2024"
Petra Menz,Mathematics department,5.0,3.7,22%,MATH157,"Nov 1st, 2020"
Petra Menz,Mathematics department,5.0,3.7,22%,MATH158,"Apr 27th, 2020"
Michelle Walks,Gender Studies department,5.0,3.3,100%,GWST101,"Jul 11th, 2024"
Michelle Walks,Gender Studies department,5.0,3.3,100%,GSWS102,"Jun 25th, 2024"
Michelle Walks,Gender Studies department,5.0,3.3,100%,SA201W,"Dec 23rd, 2023"
Michelle Walks,Gender Studies department,5.0,3.3,100%,Sa356w,"Aug 24th, 2023"
Michelle Walks,Gender Studies department,5.0,3.3,100%,GSWS320,"Jul 11th, 2023"
Michelle Walks,Gender Studies department,5.0,3.3,100%,GSWS200,"Mar 27th, 2023"
Michelle Walks,Gender Studies department,5.0,3.3,100%,GSWS1100,"Apr 3rd, 2019"
Nick Hedley,Geography department,3.0,4,65%,GEOG356,"Apr 27th, 2022"
Nick Hedley,Geography department,3.0,4,65%,GEOG255,"Apr 12th, 2022"
Nick Hedley,Geography department,3.0,4,65%,GEOG457,"Apr 26th, 2021"
Nick Hedley,Geography department,3.0,4,65%,GEOG255GIS,"Nov 26th, 2020"
Wayne Knights,Humanities department,5.0,2.8,50%,HUM340,"Mar 23rd, 2023"
Wayne Knights,Humanities department,5.0,2.8,50%,HUM101W,"Apr 21st, 2020"
Wayne Knights,Humanities department,5.0,2.8,50%,HUM321W,"Apr 17th, 2018"
Wayne Knights,Humanities department,5.0,2.8,50%,HUM101,"Dec 5th, 2017"
Wayne Knights,Humanities department,5.0,2.8,50%,HUM 101W,"Oct 24th, 2015"
Zuzana Vasko,Education department,5.0,2.3,100%,EDUC100W,"Apr 11th, 2024"
Zuzana Vasko,Education department,5.0,2.3,100%,EDUC199,"Sep 1st, 2023"
Zuzana Vasko,Education department,5.0,2.3,100%,EDUC437,"Dec 17th, 2022"
Zuzana Vasko,Education department,5.0,2.3,100%,FALX99,"Jul 17th, 2012"
Michelle Levy,English department,5.0,2.7,100%,ENGL363,"Jul 22nd, 2024"
Michelle Levy,English department,5.0,2.7,100%,ENG327,"May 16th, 2024"
Michelle Levy,English department,5.0,2.7,100%,ENGLISH,"Nov 26th, 2022"
Michelle Levy,English department,5.0,2.7,100%,ENGL112W,"Dec 15th, 2021"
Michelle Levy,English department,5.0,2.7,100%,ENG206,"Sep 22nd, 2020"
Michelle Levy,English department,5.0,2.7,100%,ENGL206,"Aug 18th, 2020"
Michelle Levy,English department,5.0,2.7,100%,ENGLISH206,"Dec 12th, 2013"
Michelle Levy,English department,5.0,2.7,100%,ENGL105,"Jun 28th, 2012"
Michelle Levy,English department,5.0,2.7,100%,ENG427,"Mar 22nd, 2012"
Michelle Levy,English department,5.0,2.7,100%,ENG105,"Mar 15th, 2012"
Michelle Levy,English department,5.0,2.7,100%,ENGL327,"Jan 10th, 2010"
Michelle Levy,English department,5.0,2.7,100%,ENGL427W,"Dec 16th, 2009"
Michelle Levy,English department,5.0,2.7,100%,ENGL101,"Nov 18th, 2008"
Haolun Shi,Statistics department,5.0,3.3,100%,STAT360,"Apr 21st, 2024"
Haolun Shi,Statistics department,5.0,3.3,100%,STAT342,"Jan 15th, 2024"
Haolun Shi,Statistics department,5.0,3.3,100%,STAT452,"Dec 15th, 2022"
Pamela Stern,Health Science department,1.0,3.8,25%,SA356,"Apr 30th, 2022"
Pamela Stern,Health Science department,1.0,3.8,25%,SA201W,"Dec 17th, 2021"
Pamela Stern,Health Science department,1.0,3.8,25%,SA356W,"Dec 1st, 2020"
Pamela Stern,Health Science department,1.0,3.8,25%,SA105,"Jan 29th, 2013"
Pamela Stern,Health Science department,1.0,3.8,25%,SA101,"Dec 3rd, 2012"
Pamela Stern,Health Science department,1.0,3.8,25%,SA301,"Dec 2nd, 2012"
Pamela Stern,Health Science department,1.0,3.8,25%,ANTH101,"Dec 1st, 2012"
Barbara Frisken,Physics department,3.0,4.3,50%,PHYS233,"Dec 18th, 2021"
Barbara Frisken,Physics department,3.0,4.3,50%,366W,"Aug 29th, 2019"
Barbara Frisken,Physics department,3.0,4.3,50%,PHYS102,"Aug 2nd, 2019"
Kristin Dust,Economics department,4.0,3,65%,ECON103,"Dec 17th, 2023"
Kristin Dust,Economics department,4.0,3,65%,ECON260,"Jun 13th, 2022"
Sabrina Lee,Biomedical Physiology & Kinesiology department,1.0,2.1,100%,BPK340,"Jun 21st, 2024"
Sabrina Lee,Biomedical Physiology & Kinesiology department,1.0,2.1,100%,BPK201,"May 3rd, 2024"
Tim Schwartz,Statistics department,1.0,5,19%,STATS203,"Feb 6th, 2024"
Tim Schwartz,Statistics department,1.0,5,19%,STAT270,"Dec 20th, 2023"
Tim Schwartz,Statistics department,1.0,5,19%,STAT201,"Dec 18th, 2023"
Tim Schwartz,Statistics department,1.0,5,19%,STA270,"Dec 14th, 2023"
Tim Schwartz,Statistics department,1.0,5,19%,STAT203DISTAN,"Dec 5th, 2023"
Claudia Hein,Languages department,5.0,2.4,100%,GERM100,"Apr 23rd, 2024"
Claudia Hein,Languages department,5.0,2.4,100%,GERMAN,"Feb 29th, 2024"
Claudia Hein,Languages department,5.0,2.4,100%,GERM300,"Jul 23rd, 2023"
Claudia Hein,Languages department,5.0,2.4,100%,GERM102,"May 1st, 2022"
Claudia Hein,Languages department,5.0,2.4,100%,GERM103,"Aug 14th, 2020"
Arne Eigenfeldt,Music department,1.0,3.1,55%,CA140,"Jul 21st, 2024"
Arne Eigenfeldt,Music department,1.0,3.1,55%,CA142,"Dec 12th, 2023"
Arne Eigenfeldt,Music department,1.0,3.1,55%,FPA140,"Nov 1st, 2017"
Arne Eigenfeldt,Music department,1.0,3.1,55%,FPA247,"Jan 27th, 2014"
David MacIntyre,Fine Arts department,5.0,3.7,100%,FPA285,"Apr 9th, 2017"
David MacIntyre,Fine Arts department,5.0,3.7,100%,FPA345,"Oct 6th, 2016"
David MacIntyre,Fine Arts department,5.0,3.7,100%,FPA445,"Sep 30th, 2016"
David MacIntyre,Fine Arts department,5.0,3.7,100%,FPA246,"Sep 30th, 2016"
David MacIntyre,Fine Arts department,5.0,3.7,100%,FPA446,"Jan 28th, 2016"
David MacIntyre,Fine Arts department,5.0,3.7,100%,FPA346,"Jan 28th, 2016"
David MacIntyre,Fine Arts department,5.0,3.7,100%,FPA489,"Sep 22nd, 2011"
David MacIntyre,Fine Arts department,5.0,3.7,100%,FPA245,"May 27th, 2011"
David MacIntyre,Fine Arts department,5.0,3.7,100%,ABABDTTT,"Feb 12th, 2011"
Jeremy Carpendale,Psychology department,4.0,3.6,75%,PSYC354,"Mar 15th, 2022"
Jeremy Carpendale,Psychology department,4.0,3.6,75%,PSYCH354,"Jul 17th, 2013"
Jeremy Carpendale,Psychology department,4.0,3.6,75%,3541,"Feb 15th, 2013"
Jeremy Carpendale,Psychology department,4.0,3.6,75%,CHILDPSYC,"May 10th, 2010"
Jeremy Carpendale,Psychology department,4.0,3.6,75%,PSYC452,"Apr 24th, 2010"
David Cox,Psychology department,2.0,3,84%,PSYC365,"Jun 15th, 2024"
David Cox,Psychology department,2.0,3,84%,PSCY365,"Apr 18th, 2024"
David Cox,Psychology department,2.0,3,84%,365,"Apr 17th, 2024"
Gary Teeple,Social Science department,5.0,3,85%,SA351,"Dec 14th, 2023"
Gary Teeple,Social Science department,5.0,3,85%,SA325,"Dec 24th, 2021"
Gary Teeple,Social Science department,5.0,3,85%,SA315,"Oct 5th, 2021"
Gary Teeple,Social Science department,5.0,3,85%,SA100,"Oct 6th, 2020"
Gary Teeple,Social Science department,5.0,3,85%,SA350,"Feb 4th, 2020"
Gary Teeple,Social Science department,5.0,3,85%,SA358,"Nov 1st, 2018"
Ena Lee,Education department,5.0,2.6,84%,EDUC382,"Apr 28th, 2023"
Ena Lee,Education department,5.0,2.6,84%,FALX99,"Nov 26th, 2019"
Michael Maraun,Psychology department,5.0,4,85%,PSYC301,"Dec 13th, 2023"
Michael Maraun,Psychology department,5.0,4,85%,PSYC910,"Dec 6th, 2023"
Michael Maraun,Psychology department,5.0,4,85%,PSYC410,"Dec 17th, 2022"
Michael Maraun,Psychology department,5.0,4,85%,PSYC415,"Jul 29th, 2017"
Michael Maraun,Psychology department,5.0,4,85%,301,"Aug 25th, 2015"
Salta Zhumatova,Political Science department,3.0,3.5,100%,POLI328,"Dec 28th, 2021"
Salta Zhumatova,Political Science department,3.0,3.5,100%,POL317,"Aug 29th, 2020"
Leah Bendell-Young,Biology department,2.0,3,53%,ECOLOGY204,"Dec 15th, 2023"
Leah Bendell-Young,Biology department,2.0,3,53%,BIO204,"Dec 7th, 2023"
Leah Bendell-Young,Biology department,2.0,3,53%,BISC474,"Apr 28th, 2022"
Leah Bendell-Young,Biology department,2.0,3,53%,BISC204,"Dec 28th, 2021"
Leah Bendell-Young,Biology department,2.0,3,53%,BISC100,"Jul 13th, 2020"
Eldon Yellowhorn,Anthropology department,2.0,3.9,0%,FNST401,"Nov 11th, 2023"
Eldon Yellowhorn,Anthropology department,2.0,3.9,0%,INDG101,"Dec 24th, 2021"
Eldon Yellowhorn,Anthropology department,2.0,3.9,0%,FNST403,"Apr 14th, 2020"
Eldon Yellowhorn,Anthropology department,2.0,3.9,0%,FNST433,"Dec 19th, 2017"
Eldon Yellowhorn,Anthropology department,2.0,3.9,0%,FNST353W,"Apr 4th, 2017"
Eldon Yellowhorn,Anthropology department,2.0,3.9,0%,ARCH273,"Apr 6th, 2013"
Ljiljana Trajkovic,Engineering department,1.0,3.3,80%,ENSC833,"Oct 6th, 2022"
Ljiljana Trajkovic,Engineering department,1.0,3.3,80%,ENSC220,"Jan 1st, 2022"
Ljiljana Trajkovic,Engineering department,1.0,3.3,80%,ENSC418,"Jul 16th, 2020"
Ljiljana Trajkovic,Engineering department,1.0,3.3,80%,ENSC894,"May 10th, 2017"
Ljiljana Trajkovic,Engineering department,1.0,3.3,80%,ENSC427,"Mar 31st, 2015"
Ljiljana Trajkovic,Engineering department,1.0,3.3,80%,104,"Jan 27th, 2015"
Ljiljana Trajkovic,Engineering department,1.0,3.3,80%,ENSC320,"Aug 25th, 2012"
Allan Matadeen,Business Administration department,5.0,3.6,37%,ECON,"May 17th, 2024"
Allan Matadeen,Business Administration department,5.0,3.6,37%,BUS207,"Sep 13th, 2021"
Allan Matadeen,Business Administration department,5.0,3.6,37%,ECON1150,"Jul 23rd, 2019"
Xue Bin Peng,Computer Science department,4.0,3,100%,CMPT361,"May 11th, 2023"
Shannon Wong,Accounting department,3.0,2.5,100%,BUS200,"Apr 21st, 2024"
Noha Amer,Business Administration department,4.0,2.4,100%,BUS360,"Sep 7th, 2023"
Noha Amer,Business Administration department,4.0,2.4,100%,BUS237,"Sep 7th, 2023"
Sheri Fabian,Criminal Justice department,5.0,3.4,39%,CRIM321,"Dec 6th, 2023"
Sheri Fabian,Criminal Justice department,5.0,3.4,39%,CRIM131,"Sep 11th, 2020"
Sheri Fabian,Criminal Justice department,5.0,3.4,39%,CR321,"Apr 18th, 2017"
Arthur Alder,Not Specified department,4.0,2.4,80%,PSYC201W,"Aug 25th, 2021"
Arthur Alder,Not Specified department,4.0,2.4,80%,PSYC100,"Jul 19th, 2021"
Arthur Alder,Not Specified department,4.0,2.4,80%,PSYCH102,"Mar 3rd, 2017"
Arthur Alder,Not Specified department,4.0,2.4,80%,PSYC102,"Nov 20th, 2015"
Nicolas Bommarito,Philosophy department,5.0,2,100%,PHIL342,"Aug 16th, 2023"
Nicolas Bommarito,Philosophy department,5.0,2,100%,PHIL150,"Jan 4th, 2023"
Nicolas Bommarito,Philosophy department,5.0,2,100%,PHIL322,"May 3rd, 2021"
Nicolas Bommarito,Philosophy department,5.0,2,100%,PHIL421W,"Mar 23rd, 2021"
Nicolas Bommarito,Philosophy department,5.0,2,100%,PHIL357,"Dec 23rd, 2020"
Jamie Mullholand,Mathematics department,5.0,3.3,98%,MATH152,"May 3rd, 2024"
